orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0003528 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003529 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003530 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003531 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003532 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003533 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003534 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003535 -10.3326887835629 -10.3326891581152	-10.3262472875892 -10.3262472839667	-10.1686894973512 -10.1698991937422
OG0003536 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003537 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003538 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003539 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003540 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003541 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003542 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003543 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003544 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003545 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003546 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003547 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003548 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003549 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003550 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003551 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003552 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003553 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003554 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003555 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003556 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003557 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003558 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003560 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003561 -10.3326887836816 -10.3326891581152	-10.3262472876694 -10.3262472839667	-10.3180744196406 -10.3180445534635
OG0003563 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003564 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003565 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003566 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003567 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003568 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003569 -11.0258364084214 -11.0258359954014	-11.0193942992707 -11.0194033900986	-11.0111905649553 -11.0111920908341
OG0003570 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003571 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003572 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003573 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003574 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003575 -10.3326887835333 -10.3326891581152	-10.3262472875664 -10.3262472839667	-10.1686894973513 -10.1698991937422
OG0003576 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003577 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003578 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003579 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003580 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003581 -11.0258364307885 -11.0258359954014	-11.0193942990263 -11.0194033900985	-11.0111905645448 -11.0135535270047
OG0003582 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003583 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003585 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003586 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003587 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003588 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003589 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003591 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003593 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003594 -11.4313014860213 -11.4313015804625	-11.0986123245578 -11.1377888808978	-11.2717183119994 -11.2685122135411
OG0003595 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003597 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003598 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003599 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003600 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003601 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003602 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003603 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003604 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003606 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003607 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003608 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003609 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003610 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003611 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003612 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003614 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003615 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003616 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003617 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003618 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003619 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003620 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003621 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003622 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003623 -10.3326887834502 -10.3326891581152	-10.3262472875001 -10.3262472839667	-10.1686894973513 -10.1698991937422
OG0003624 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003625 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003626 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003627 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003628 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003629 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003630 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003631 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003632 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003633 -10.3326887828487 -10.3326884672447	-10.326247287099 -10.3262472839667	-10.3180744194564 -10.3180432508769
OG0003634 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003635 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003636 -10.3326885873279 -10.3326884672447	-10.0000070112738 -10.0003003024629	-10.1716838243438 -10.170076910253
OG0003637 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003638 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003639 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003641 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003642 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003643 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003644 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003645 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003646 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003647 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003649 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003651 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003652 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003653 -10.3326888115864 -10.3326884672447	-10.00000701068 -10.0003003024624	-10.1717262335349 -10.170076910253
OG0003654 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003655 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003656 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003657 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003658 -10.3326887835333 -10.3326891581152	-10.3262472875664 -10.3262472839667	-10.3180744196081 -10.3180445534635
OG0003659 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003660 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003661 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003662 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003663 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003664 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003665 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003666 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003667 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003668 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003669 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003670 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003671 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003672 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003673 -10.7381543847221 -10.738154350323	-10.7317199903263 -10.7317124643771	-10.2229296901283 -10.2231103115298
OG0003674 -10.3326887835629 -10.3326891581152	-10.3262472875892 -10.3262472839667	-10.1686894973512 -10.1698991937422
OG0003675 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003676 -10.7381543847614 -10.738154350323	-10.7317199906981 -10.7317124643771	-10.7235084716659 -10.7235261314309
OG0003677 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003678 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003679 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003680 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003682 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003683 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003684 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003685 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003686 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003687 -10.7381543847647 -10.738154350323	-10.7317199907383 -10.7317124643771	-10.7235084716807 -10.7235261314309
OG0003688 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003689 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003690 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003691 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003692 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003693 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003694 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003696 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003697 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003698 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003699 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003701 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003702 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003703 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003704 -10.3326887834442 -10.3326884672447	-10.326247287509 -10.3262472839667	-10.3180744195919 -10.3180432508769
OG0003705 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003707 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003708 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003709 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003710 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003711 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003712 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003713 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003714 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003715 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003716 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003717 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003718 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003719 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003720 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003721 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003722 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003723 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003724 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003725 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003726 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003727 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003728 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003729 -10.7381544052526 -10.738154350323	-10.7317199845377 -10.7317124643771	-10.7235084715096 -10.7235261314384
OG0003730 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003731 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003732 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003733 -10.7381543851832 -10.738154350323	-10.7317199944105 -10.7317124643771	-10.723508472976 -10.7235261314309
OG0003734 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003735 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003736 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003737 -10.3326888115864 -10.3326884672447	-10.3262472877832 -10.3262472839667	-10.3180744196089 -10.3180445534635
OG0003738 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003739 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003740 -10.3326888115864 -10.3326884672447	-10.00000701068 -10.0003003024624	-10.1717262335349 -10.170076910253
OG0003741 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003742 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003743 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003744 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003745 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003746 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003747 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003748 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003749 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.62489547198785 -9.62489606124119
OG0003750 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003751 -10.3326887828487 -10.3326884672447	-10.326247287099 -10.3262472839667	-10.3180744194564 -10.3180432508769
OG0003752 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003753 -10.3326887835629 -10.3326884672447	-10.3262472875892 -10.3262472839667	-9.81745371616685 -9.81761454363392
OG0003754 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003755 -10.7381543847155 -10.738154350323	-10.7317199902459 -10.7317124643771	-10.7235084714814 -10.7235261314309
OG0003756 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003757 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003759 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003760 -10.3326888115864 -10.3326884672447	-10.00000701068 -10.0003003024624	-10.1717262335348 -10.170076910253
OG0003761 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003762 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003763 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003764 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003765 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003766 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003767 -9.63954208214321 -9.63954101912065	-9.63310950673306 -9.63309383062732	-9.62489547226943 -9.62489606124119
OG0003768 -10.3326888116992 -10.3326884672447	-10.3262472878724 -10.3262472839667	-10.3180744196432 -10.3180432508769
OG0003769 -9.6395421039192 -9.63954101912065	-9.3068528390992 -9.30680715625508	-9.47737434422736 -9.4771291312972
OG0003770 -9.63954208207378 -9.63954101912065	-9.63310950638548 -9.63309383062732	-9.62489547198788 -9.62489606124118
OG0003771 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003772 -9.6395421039192 -9.63954101912065	-9.63310950801978 -9.63309383063151	-9.62489547211681 -9.62489606124119
OG0003773 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003774 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
OG0003775 -9.63954208207377 -9.63954101912065	-9.63310950638543 -9.63309383062732	-9.47652209347355 -9.47637249043201
OG0003776 -9.63954208208398 -9.63954101912065	-9.6331095064441 -9.63309383062732	-9.62489547203393 -9.62489606124119
